extra_flag;license;name;required_packages;summary;version
False;MIT;pytest-xdist;execnet;pytest xdist plugin for distributed testing and loop-on-failing modes;2.5.0
True;MIT;pytest-xdist;psutil;pytest xdist plugin for distributed testing and loop-on-failing modes;2.5.0
False;MIT;pytest-xdist;pytest-forked;pytest xdist plugin for distributed testing and loop-on-failing modes;2.5.0
False;BSD 2-Clause License;manhole;fake_package;Manhole is in-process service that will accept unix domain socket connections and present the;1.8.0
False;BSD-2-Clause;hunter;manhole;Hunter is a flexible code tracing toolkit.;3.4.3
False;BSD-2-Clause;process-tests;fake_package;Tools for testing processes.;2.1.2
True;MIT;pytest-cov;fields;Pytest plugin for measuring coverage.;3.0.0
True;MIT;pytest-cov;six;Pytest plugin for measuring coverage.;3.0.0
True;MIT;pytest-cov;pytest-xdist;Pytest plugin for measuring coverage.;3.0.0
False;MIT;pytest-cov;pytest;Pytest plugin for measuring coverage.;3.0.0
False;MIT;pytest-cov;coverage;Pytest plugin for measuring coverage.;3.0.0
True;MIT;pytest-cov;hunter;Pytest plugin for measuring coverage.;3.0.0
True;MIT;pytest-cov;virtualenv;Pytest plugin for measuring coverage.;3.0.0
True;MIT;pytest-cov;process-tests;Pytest plugin for measuring coverage.;3.0.0
True;unknown license;jaraco.packaging;pytest-checkdocs;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;rst.linker;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;sphinx;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;pytest-mypy;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;pytest-enabler;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;pytest-cov;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;pytest;tools to supplement packaging Python releases;8.2.1
False;unknown license;jaraco.packaging;importlib-metadata;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;pytest-flake8;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;pytest-black;tools to supplement packaging Python releases;8.2.1
True;unknown license;jaraco.packaging;jaraco.packaging;tools to supplement packaging Python releases;8.2.1
False;unknown license;jaraco.packaging;setuptools;tools to supplement packaging Python releases;8.2.1
True;unknown license;pytest-enabler;pytest-checkdocs;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;sphinx;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;rst.linker;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;types-toml;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;pytest-mypy;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;pytest-enabler;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;pytest;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;pytest-flake8;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;pytest-black;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;jaraco.packaging;Enable installed pytest plugins;1.2.1
False;unknown license;pytest-enabler;jaraco.context;Enable installed pytest plugins;1.2.1
True;unknown license;pytest-enabler;pytest-cov;Enable installed pytest plugins;1.2.1
False;unknown license;pytest-enabler;jaraco.functools;Enable installed pytest plugins;1.2.1
False;unknown license;pytest-enabler;toml;Enable installed pytest plugins;1.2.1
False;LGPLv2;func-timeout;fake_package;Python module which allows you to specify timeouts when calling any existing function. Also provides support for stoppable-threads;4.3.5
True;unknown license;inflect;pytest-checkdocs;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;rst.linker;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;sphinx;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;pytest-mypy;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;pygments;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;pytest-enabler;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;pytest;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;pytest-flake8;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;pytest-black;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;jaraco.packaging;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;inflect;pytest-cov;"Correctly generate plurals, singular nouns, ordinals, indefinite articles; convert numbers to words";5.3.0
True;unknown license;jaraco.itertools;pytest-checkdocs;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;sphinx;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;rst.linker;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;pytest-mypy;jaraco.itertools;6.0.3
False;unknown license;jaraco.itertools;more-itertools;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;pytest-enabler;jaraco.itertools;6.0.3
False;unknown license;jaraco.itertools;inflect;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;pytest;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;pytest-flake8;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;pytest-black;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;jaraco.packaging;jaraco.itertools;6.0.3
True;unknown license;jaraco.itertools;pytest-cov;jaraco.itertools;6.0.3
True;unknown license;zipp;pytest-checkdocs;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;rst.linker;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;sphinx;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;pytest-mypy;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;pytest-enabler;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;func-timeout;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;pytest;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;pytest-flake8;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;jaraco.itertools;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;pytest-black;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;jaraco.packaging;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;zipp;pytest-cov;Backport of pathlib-compatible object wrapper for zip files;3.6.0
True;unknown license;importlib-metadata;sphinx;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;rst.linker;Read metadata from Python packages;4.9.0
False;unknown license;importlib-metadata;zipp;Read metadata from Python packages;4.9.0
False;unknown license;importlib-metadata;typing-extensions;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;jaraco.packaging;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;flufl.flake8;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pep517;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;importlib-resources;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pyfakefs;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest-flake8;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;packaging;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest-cov;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest-checkdocs;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest-perf;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest-black;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;ipython;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest-mypy;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest-enabler;Read metadata from Python packages;4.9.0
True;unknown license;importlib-metadata;pytest;Read metadata from Python packages;4.9.0
False;MIT;flake8;mccabe;the modular source code checker: pep8 pyflakes and co;4.0.1
False;MIT;flake8;importlib-metadata;the modular source code checker: pep8 pyflakes and co;4.0.1
False;MIT;flake8;pycodestyle;the modular source code checker: pep8 pyflakes and co;4.0.1
False;MIT;flake8;pyflakes;the modular source code checker: pep8 pyflakes and co;4.0.1
True;BSD;sphinxcontrib-jsmath;pytest;A sphinx extension which renders display math in HTML via JavaScript;1.0.1
True;BSD;sphinxcontrib-jsmath;flake8;A sphinx extension which renders display math in HTML via JavaScript;1.0.1
True;BSD;sphinxcontrib-jsmath;mypy;A sphinx extension which renders display math in HTML via JavaScript;1.0.1
False;unknown license;docutils-stubs;docutils;PEP 561 type stubs for docutils;0.0.21
True;BSD;sphinxcontrib-qthelp;pytest;sphinxcontrib-qthelp is a sphinx extension which outputs QtHelp document.;1.0.3
True;BSD;sphinxcontrib-qthelp;flake8;sphinxcontrib-qthelp is a sphinx extension which outputs QtHelp document.;1.0.3
True;BSD;sphinxcontrib-qthelp;docutils-stubs;sphinxcontrib-qthelp is a sphinx extension which outputs QtHelp document.;1.0.3
True;BSD;sphinxcontrib-qthelp;mypy;sphinxcontrib-qthelp is a sphinx extension which outputs QtHelp document.;1.0.3
False;Two-clause BSD license;whoosh;fake_package;Fast, pure-Python full text indexing, search, and spell checking library.;2.7.4
True;BSD;sphinxcontrib-serializinghtml;pytest;"sphinxcontrib-serializinghtml is a sphinx extension which outputs ""serialized"" HTML files (json and pickle).";1.1.5
True;BSD;sphinxcontrib-serializinghtml;flake8;"sphinxcontrib-serializinghtml is a sphinx extension which outputs ""serialized"" HTML files (json and pickle).";1.1.5
True;BSD;sphinxcontrib-serializinghtml;docutils-stubs;"sphinxcontrib-serializinghtml is a sphinx extension which outputs ""serialized"" HTML files (json and pickle).";1.1.5
True;BSD;sphinxcontrib-serializinghtml;mypy;"sphinxcontrib-serializinghtml is a sphinx extension which outputs ""serialized"" HTML files (json and pickle).";1.1.5
True;BSD;sphinxcontrib-websupport;Sphinx;Sphinx API for Web Apps;1.2.4
True;BSD;sphinxcontrib-websupport;sqlalchemy;Sphinx API for Web Apps;1.2.4
True;BSD;sphinxcontrib-websupport;pytest;Sphinx API for Web Apps;1.2.4
True;BSD;sphinxcontrib-websupport;flake8;Sphinx API for Web Apps;1.2.4
True;BSD;sphinxcontrib-websupport;whoosh;Sphinx API for Web Apps;1.2.4
False;BSD;sphinxcontrib-websupport;sphinxcontrib-serializinghtml;Sphinx API for Web Apps;1.2.4
True;BSD;sphinxcontrib-htmlhelp;html5lib;sphinxcontrib-htmlhelp is a sphinx extension which renders HTML help files;2.0.0
True;BSD;sphinxcontrib-htmlhelp;mypy;sphinxcontrib-htmlhelp is a sphinx extension which renders HTML help files;2.0.0
True;BSD;sphinxcontrib-htmlhelp;pytest;sphinxcontrib-htmlhelp is a sphinx extension which renders HTML help files;2.0.0
True;BSD;sphinxcontrib-htmlhelp;flake8;sphinxcontrib-htmlhelp is a sphinx extension which renders HTML help files;2.0.0
True;BSD;sphinxcontrib-htmlhelp;docutils-stubs;sphinxcontrib-htmlhelp is a sphinx extension which renders HTML help files;2.0.0
False;Apache-2.0 license;types-requests;fake_package;Typing stubs for requests;2.26.2
True;BSD;sphinxcontrib-applehelp;pytest;sphinxcontrib-applehelp is a sphinx extension which outputs Apple help books;1.0.2
True;BSD;sphinxcontrib-applehelp;flake8;sphinxcontrib-applehelp is a sphinx extension which outputs Apple help books;1.0.2
True;BSD;sphinxcontrib-applehelp;docutils-stubs;sphinxcontrib-applehelp is a sphinx extension which outputs Apple help books;1.0.2
True;BSD;sphinxcontrib-applehelp;mypy;sphinxcontrib-applehelp is a sphinx extension which outputs Apple help books;1.0.2
False;Apache-2.0 license;types-typed-ast;fake_package;Typing stubs for typed-ast;1.5.0
True;BSD;sphinxcontrib-devhelp;pytest;sphinxcontrib-devhelp is a sphinx extension which outputs Devhelp document.;1.0.2
True;BSD;sphinxcontrib-devhelp;flake8;sphinxcontrib-devhelp is a sphinx extension which outputs Devhelp document.;1.0.2
True;BSD;sphinxcontrib-devhelp;docutils-stubs;sphinxcontrib-devhelp is a sphinx extension which outputs Devhelp document.;1.0.2
True;BSD;sphinxcontrib-devhelp;mypy;sphinxcontrib-devhelp is a sphinx extension which outputs Devhelp document.;1.0.2
False;MIT;imagesize;fake_package;Getting image size from png/jpeg/jpeg2000/gif file;1.3.0
True;BSD;Sphinx;html5lib;Python documentation generator;4.3.1
False;BSD;Sphinx;sphinxcontrib-jsmath;Python documentation generator;4.3.1
False;BSD;Sphinx;sphinxcontrib-qthelp;Python documentation generator;4.3.1
True;BSD;Sphinx;isort;Python documentation generator;4.3.1
True;BSD;Sphinx;sphinxcontrib-websupport;Python documentation generator;4.3.1
False;BSD;Sphinx;snowballstemmer;Python documentation generator;4.3.1
False;BSD;Sphinx;docutils;Python documentation generator;4.3.1
False;BSD;Sphinx;sphinxcontrib-serializinghtml;Python documentation generator;4.3.1
False;BSD;Sphinx;setuptools;Python documentation generator;4.3.1
False;BSD;Sphinx;packaging;Python documentation generator;4.3.1
True;BSD;Sphinx;types-pkg-resources;Python documentation generator;4.3.1
False;BSD;Sphinx;Jinja2;Python documentation generator;4.3.1
False;BSD;Sphinx;sphinxcontrib-htmlhelp;Python documentation generator;4.3.1
True;BSD;Sphinx;types-requests;Python documentation generator;4.3.1
False;BSD;Sphinx;sphinxcontrib-applehelp;Python documentation generator;4.3.1
True;BSD;Sphinx;docutils-stubs;Python documentation generator;4.3.1
True;BSD;Sphinx;pytest-cov;Python documentation generator;4.3.1
True;BSD;Sphinx;types-typed-ast;Python documentation generator;4.3.1
True;BSD;Sphinx;typed-ast;Python documentation generator;4.3.1
True;BSD;Sphinx;cython;Python documentation generator;4.3.1
False;BSD;Sphinx;alabaster;Python documentation generator;4.3.1
